,ChanIndx,CoarseChanNum,DriftRate,Freq,FreqEnd,FreqStart,FullNumHitsInRange,SNR,TopHitNum,FileID,Source,MJD,RA,DEC,DELTAT,DELTAF,Hit_ID,status,in_n_ons,RFI_in_range,delta_t
237,437676,104,-1.004481,1620.359179,1620.35755,1620.360813,1849514,13.962569,238,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
239,469968,104,3.711798,1620.268956,1620.267327,1620.27059,1849514,16.799093,240,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
240,476917,104,0.554856,1620.249541,1620.2479119999998,1620.251175,1849514,35.736942,241,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
241,482528,104,-1.243644,1620.233864,1620.232235,1620.235498,1849514,10.792231,242,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
242,483525,104,1.664569,1620.231078,1620.229449,1620.232712,1849514,14.350139,243,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
243,484574,104,0.679221,1620.228147,1620.226518,1620.2297820000001,1849514,21.84142,244,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
244,486273,104,2.209859,1620.2234,1620.221771,1620.225035,1849514,20.708883,245,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
246,498689,104,-2.592519,1620.18871,1620.187081,1620.190345,1849514,29.916322,247,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
247,499659,104,-0.315694,1620.186,1620.184371,1620.187635,1849514,36.943605,248,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
248,503268,104,-1.023614,1620.175917,1620.1742880000002,1620.177551,1849514,13.389197,249,spliced_blc0001020304050607_guppi_58873_17761_TIC154840461_0070.gpuspec.0000.h5,TIC154840461,58873.205567129633,12h10m45.957s,85d42m18.326s,18.253611,-2.793968,,on_table_1,,0,0.0
